room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
10567830,1429,1651480,Shared room,,Boston,,South End,0,0.0,1,1.0,,500.0,,zParkingSpaceForConfirmedGuestsOnly,2017-07-10 18:46:02.569830,42.341763,-71.075397,0101000020E6100000DB4DF04DD3C451C0CEFDD5E3BE2B4540
8404805,1429,26956083,Shared room,,Boston,,Brighton,0,0.0,1,1.0,,225.0,,The Private Parking Space!,2017-07-10 18:46:00.980492,42.360686,-71.141508,0101000020E6100000D50792770EC951C0021077F52A2E4540
18356892,1429,127064903,Shared room,,Boston,,Roxbury,0,0.0,2,1.0,,150.0,,Cozy room,2017-07-10 18:45:58.421375,42.337483,-71.079116,0101000020E6100000C8258E3C10C551C05DFA97A4322B4540
5976821,1429,432317,Shared room,,Boston,,South End,106,5.0,3,1.0,,125.0,,Heart of the South End Near It All!,2017-07-10 18:45:56.728662,42.344125,-71.070483,0101000020E610000022FB20CB82C451C0355EBA490C2C4540
14821064,1429,21938320,Shared room,,Boston,,Back Bay,2,0.0,1,1.0,,105.0,,1 BR in the center of Newbury Street,2017-07-10 18:45:55.234744,42.351066,-71.080316,0101000020E61000001D56B8E523C551C0685E0EBBEF2C4540
8696200,1429,19470226,Shared room,,Boston,,Downtown,12,5.0,2,1.0,,103.0,,Downtown Boston Condo Living Room,2017-07-10 18:45:55.229038,42.366695,-71.066336,0101000020E61000000AA359D93EC451C0A94D9CDCEF2E4540
19625080,1429,76727796,Shared room,,Boston,,Allston,0,0.0,2,1.0,,80.0,,Sunny Apartment,2017-07-10 18:45:53.270399,42.34827,-71.133825,0101000020E6100000C898BB9690C851C0C616821C942C4540
5990896,1429,31035017,Shared room,,Boston,,Fenway,56,4.5,1,1.0,,85.0,,"Studio, 2 min walk Symphony/T Hynes",2017-07-10 18:45:53.263310,42.342757,-71.090121,0101000020E6100000B3EBDE8AC4C551C0CFBC1C76DF2B4540
13711242,1429,40459423,Shared room,,Boston,,Downtown,9,5.0,2,1.0,,90.0,,"Located in ""the heart of the city",2017-07-10 18:45:53.260705,42.351019,-71.064549,0101000020E610000054FF209221C451C027A3CA30EE2C4540
3792147,1429,6989109,Shared room,,Boston,,South Boston,72,4.5,1,1.0,,83.0,,Oceanview Penthouse Condo-Cool/Cozy/Amazing Views!,2017-07-10 18:45:53.257675,42.331261,-71.046148,0101000020E6100000A7B1BD16F4C251C05AB8ACC2662A4540
12071820,1429,64682226,Shared room,,Boston,,Jamaica Plain,8,4.5,2,1.0,,75.0,,Super Cozy Apt - An Artist's Home,2017-07-10 18:45:51.562283,42.30688,-71.112318,0101000020E61000002330D63730C751C0F3E505D847274540
15052939,1429,95139475,Shared room,,Boston,,East Boston,0,0.0,1,1.0,,70.0,,Cosy couch available 5 min away from Airport,2017-07-10 18:45:51.560244,42.382627,-71.0201,0101000020E610000093A9825149C151C086C8E9EBF9304540
3678429,1429,18165984,Shared room,,Boston,,Dorchester,8,5.0,1,1.0,,80.0,,Immaculate Home away from home,2017-07-10 18:45:51.552175,42.284938,-71.076511,0101000020E610000031B2648EE5C451C09EB12FD978244540
19593617,1429,127402910,Shared room,,Boston,,South Boston,0,0.0,1,1.0,,74.0,,South Boston near Convention Center and Seaport,2017-07-10 18:45:51.540727,42.334954,-71.035627,0101000020E6100000B2F677B647C251C00BD5CDC5DF2A4540
9949819,1429,31021638,Shared room,,Boston,,South End,2,0.0,2,1.0,,77.0,,South End Near Backbay Garden Apt,2017-07-10 18:45:50.323638,42.346509,-71.073372,0101000020E61000004C1C7920B2C451C084622B685A2C4540
19727919,1429,139072570,Shared room,,Boston,,East Boston,0,0.0,1,1.0,,78.0,,Shelly's Place,2017-07-10 18:45:50.320992,42.380875,-71.023837,0101000020E6100000D3DB9F8B86C151C0986E1283C0304540
19593720,1429,45303417,Shared room,,Boston,,Allston,0,0.0,2,1.0,,70.0,,House of Westford,2017-07-10 18:45:50.318614,42.36306,-71.134001,0101000020E61000006728EE7893C851C02D3E05C0782E4540
18968002,1429,34876974,Shared room,,Boston,,Fenway,3,3.5,2,1.0,,75.0,,Summer Rent @ Boston,2017-07-10 18:45:50.312050,42.345438,-71.105621,0101000020E61000005531957EC2C651C0D865F84F372C4540
6930501,1429,30128383,Shared room,,Boston,,Roxbury,12,5.0,2,1.0,,71.0,,Loft with Balcony in South End,2017-07-10 18:45:50.308660,42.33655,-71.086097,0101000020E610000028D2FD9C82C551C002BC0512142B4540
19490615,1429,80585336,Shared room,,Boston,,Jamaica Plain,0,0.0,1,1.0,,75.0,,One bedroom,2017-07-10 18:45:50.299436,42.317082,-71.101399,0101000020E610000037363B527DC651C03C139A2496284540
19746860,1429,120404049,Shared room,,Boston,,Roxbury,0,0.0,1,1.0,,65.0,,Bedroom in The Bean,2017-07-10 18:45:50.297214,42.328383,-71.087248,0101000020E61000000DA9A27895C551C0FCC74274082A4540
6489209,1429,26098645,Shared room,,Boston,,South Boston,25,5.0,2,1.0,,75.0,,"Large room, excellent access",2017-07-10 18:45:50.294430,42.329976,-71.059102,0101000020E61000003448C153C8C351C0823B50A73C2A4540
19236205,1429,134672290,Shared room,,Boston,,Jamaica Plain,1,0.0,2,1.0,,70.0,,Cozy and quiet neighborhood,2017-07-10 18:45:50.292139,42.300939,-71.112678,0101000020E6100000A33EC91D36C751C0A48B4D2B85264540
2862120,1429,1416883,Shared room,,Boston,,Beacon Hill,62,4.5,1,1.0,,70.0,,Beacon Hill Downtown Sofabed in LR,2017-07-10 18:45:50.285910,42.360204,-71.0684,0101000020E6100000F8C264AA60C451C0B7F1272A1B2E4540
3641545,1429,6608084,Shared room,,Boston,,Dorchester,6,5.0,8,1.0,,68.0,,Special Circumstances Extra Room(s),2017-07-10 18:45:50.277920,42.308042,-71.047882,0101000020E61000004B04AA7F10C351C0B0E595EB6D274540
16125278,1429,48522319,Shared room,,Boston,,Jamaica Plain,26,4.5,2,1.0,,69.0,,Semi-Private Suite / 2 Min Walk to Subway!,2017-07-10 18:45:50.274667,42.322029,-71.10405,0101000020E610000086C954C1A8C651C08AAE0B3F38294540
15756423,1429,64446129,Shared room,,Boston,,Chinatown,3,5.0,2,1.0,,70.0,,Perfect Space Near Chinatown and Boston Common,2017-07-10 18:45:50.272168,42.352314,-71.060313,0101000020E610000083A10E2BDCC351C023F609A0182D4540
12446656,1429,12790789,Shared room,,Boston,,Fenway,13,4.5,2,1.0,,70.0,,Comfy sofa bed right in the Fenway,2017-07-10 18:45:50.269707,42.344627,-71.094908,0101000020E61000003E0801F912C651C0C828CFBC1C2C4540
15064899,1429,95259405,Shared room,,Boston,,South End,66,4.5,2,1.0,,65.0,,Comfortable & Clean Bed at Great Location,2017-07-10 18:45:50.264456,42.342583,-71.075406,0101000020E610000005FBAF73D3C451C031957EC2D92B4540
12540640,1429,6610984,Shared room,,Boston,,Allston,17,5.0,2,1.0,,52.0,,Pull out sofa next to T stop and 10 mins to BU,2017-07-10 18:45:48.800825,42.351896,-71.12958,0101000020E6100000CE8DE9094BC851C0EFCB99ED0A2D4540
16367387,1429,14395956,Shared room,,Boston,,West Roxbury,0,0.0,2,1.0,,55.0,,Comfy futonbed in a cozy apartment,2017-07-10 18:45:48.796608,42.301978,-71.166541,0101000020E61000005C1C959BA8CA51C0450E1137A7264540
7245413,1429,37881504,Shared room,,Boston,,Allston,1,0.0,2,1.0,,50.0,,best place to live,2017-07-10 18:45:48.783865,42.352935,-71.127714,0101000020E6100000724F57772CC851C0904E5DF92C2D4540
11043756,1429,35423230,Shared room,,Boston,,Allston,2,0.0,1,1.0,,58.0,,Cozy room Allston central close to everything,2017-07-10 18:45:46.189036,42.355342,-71.138265,0101000020E61000009D4B7155D9C851C09772BED87B2D4540
18878705,1429,121126192,Shared room,,Boston,,Fenway,0,0.0,1,1.0,,42.0,,波士顿市中心卧室,2017-07-10 18:45:46.181599,42.344223,-71.087061,0101000020E610000074F04C6892C551C0F8C3CF7F0F2C4540
5447285,1429,28254412,Shared room,,Boston,,Brighton,2,0.0,2,1.0,,44.0,,"Cozy room near BU, BC",2017-07-10 18:45:46.171541,42.34028,-71.143274,0101000020E61000007F17B6662BC951C0CFBD874B8E2B4540
14533117,1429,89873768,Shared room,,Boston,,Fenway,5,4.5,1,1.0,,51.0,,Shared room,2017-07-10 18:45:46.166306,42.346156,-71.092515,0101000020E6100000EDD808C4EBC551C037A8FDD64E2C4540
4598026,1429,5383468,Shared room,,Boston,,Allston,26,5.0,1,1.0,,47.0,,"Very Central, Safe and Quiet",2017-07-10 18:45:46.161225,42.350468,-71.13581,0101000020E6100000111E6D1CB1C851C0B325AB22DC2C4540
19605386,1429,26061215,Shared room,,Boston,,Downtown,0,0.0,1,1.0,,59.0,,Great location! Boston Common studio,2017-07-10 18:45:46.159041,42.351592,-71.063454,0101000020E610000039B35DA10FC451C082C476F7002D4540
17015877,1429,67645423,Shared room,,Boston,,Fenway,4,5.0,2,1.0,,45.0,,Snug Sofa-Bed to Rest Your Head :),2017-07-10 18:45:46.149364,42.342957,-71.086189,0101000020E61000009911DE1E84C551C09677D503E62B4540
8337048,1429,16330682,Shared room,,Boston,,Mission Hill,23,5.0,3,1.0,,45.0,,Comfortable & Convenient in Boston,2017-07-10 18:45:44.201673,42.330703,-71.099999,0101000020E61000007EA8346266C651C034D8D479542A4540
18933243,1429,108993747,Shared room,,Boston,,Fenway,11,5.0,1,1.0,,44.0,,A cozy nook in the heart of Boston,2017-07-10 18:45:44.199433,42.345418,-71.093082,0101000020E61000002976340EF5C551C091B932A8362C4540
14885917,1429,93364702,Shared room,,Boston,,East Boston,34,5.0,2,1.0,,50.0,,Perfect for the Boston Explorer,2017-07-10 18:45:44.197180,42.373762,-71.038077,0101000020E6100000B56E83DA6FC251C0683EE76ED72F4540
728238,1429,2139546,Shared room,,Boston,,Jamaica Plain,95,4.5,2,1.0,,54.0,,Need to be cozy at the last minute,2017-07-10 18:45:44.194563,42.309632,-71.116218,0101000020E6100000384D9F1D70C751C0C5E57805A2274540
19502664,1429,2624443,Shared room,,Boston,,Fenway,0,0.0,2,1.0,,60.0,,"Great Location, Downtown Boston Shared Room",2017-07-10 18:45:44.190043,42.34724,-71.089371,0101000020E61000007E8D2441B8C551C078EE3D5C722C4540
13355213,1429,25149641,Shared room,,Boston,,Allston,6,5.0,1,1.0,,49.0,,VERY convenient COUCH in a LUXURIOUS house near BU,2017-07-10 18:45:44.185856,42.349999,-71.133253,0101000020E61000000246973787C851C0FC5069C4CC2C4540
18706454,1429,12521814,Shared room,,Boston,,Roxbury,3,4.5,1,1.0,,57.0,,Office Hide-A-Way /Renovated 1Fam,2017-07-10 18:45:44.183672,42.319036,-71.097426,0101000020E6100000EDF1423A3CC651C0921FF12BD6284540
15634337,1429,32097009,Shared room,,Boston,,Jamaica Plain,8,5.0,1,1.0,,50.0,,Couch-surf in this Lovely Apartment minutes to T!,2017-07-10 18:45:44.181347,42.298636,-71.111825,0101000020E610000003780B2428C751C042B456B439264540
9878803,1429,29940942,Shared room,,Boston,,Fenway,33,4.5,1,1.0,,50.0,,Comfortable futon in large Brookline/Boston apt.,2017-07-10 18:45:44.170672,42.346267,-71.106227,0101000020E6100000F1BC546CCCC651C08E57207A522C4540
19103731,1429,120181840,Shared room,,Boston,,South Boston,14,5.0,1,1.0,,50.0,,Comfy couch in clean n cute apt:),2017-07-10 18:45:44.162094,42.334802,-71.054153,0101000020E6100000BDFE243E77C351C05551BCCADA2A4540
12761363,1429,69422156,Shared room,,Boston,,Brighton,2,0.0,1,1.0,,40.0,,"Nice, clean and lovely",2017-07-10 18:45:41.440658,42.346481,-71.138486,0101000020E61000000C3D62F4DCC851C0BAD7497D592C4540
9407895,1429,41317613,Shared room,,Boston,,Mission Hill,11,3.5,1,1.0,,28.0,,Shared Apartment on Smith Street,2017-07-10 18:45:41.436847,42.333804,-71.096172,0101000020E61000009EB29AAE27C651C012A3E716BA2A4540
18600221,1429,55645607,Shared room,,Boston,,Allston,0,0.0,2,1.0,,29.0,,Allston 单独一个房间出租,2017-07-10 18:45:41.434447,42.347452,-71.140124,0101000020E61000009F58A7CAF7C851C00377A04E792C4540
16961816,1429,113424114,Shared room,,Boston,,Mission Hill,1,0.0,1,1.0,,35.0,,Travel Home for professional,2017-07-10 18:45:41.427535,42.33338,-71.100241,0101000020E6100000F92D3A596AC651C0FB912232AC2A4540
19263339,1429,134882929,Shared room,,Boston,,Fenway,0,0.0,1,1.0,,39.0,,波士顿市区，波大附近房源，安全舒适，交通便利，生活方便,2017-07-10 18:45:41.425181,42.345253,-71.103605,0101000020E6100000EFACDD76A1C651C046EC1340312C4540
12871137,1429,70390911,Shared room,,Boston,,Allston,3,0.0,1,1.0,,35.0,,House with nice students in BU.,2017-07-10 18:45:41.419546,42.349352,-71.136227,0101000020E6100000437573F1B7C851C06765FB90B72C4540
14989956,1429,2327276,Shared room,,Boston,,Brighton,20,5.0,1,1.0,,36.0,,* Shared room in Brighton *,2017-07-10 18:45:41.413633,42.3457,-71.144551,0101000020E6100000AA66D65240C951C0151DC9E53F2C4540
16425676,1429,6530175,Shared room,,Boston,,Jamaica Plain,11,4.5,2,1.0,,30.0,,COZY PRIVATE ROOM IN JAMAICA PLAIN!,2017-07-10 18:45:41.411588,42.325466,-71.104129,0101000020E61000002C64AE0CAAC651C0DFFAB0DEA8294540
19041473,1429,92033775,Shared room,,Boston,,Mission Hill,3,3.0,1,1.0,,22.0,,Inexpensive Shared Room for Solo Travellers,2017-07-10 18:45:39.051323,42.332978,-71.103163,0101000020E610000010CAFB389AC651C0CC24EA059F2A4540
13955674,1429,83107234,Shared room,,Boston,,Dorchester,7,5.0,1,1.0,,40.0,,Dorchester Inn,2017-07-10 18:45:39.049012,42.31221,-71.077375,0101000020E6100000CBA145B6F3C451C0F9BD4D7FF6274540
18238531,1429,25149641,Shared room,,Boston,,Allston,0,0.0,1,1.0,,35.0,,A convenient COUCH in a gorgeous home IN BOSTON,2017-07-10 18:45:39.046848,42.350339,-71.133791,0101000020E6100000F25F200890C851C0B5C189E8D72C4540
8703026,1429,45686983,Shared room,,Boston,,Roxbury,80,4.5,1,1.0,,35.0,,"Comfortable, Social-friendly Apt",2017-07-10 18:45:39.033946,42.3246,-71.097999,0101000020E61000009B02999D45C651C00B24287E8C294540
15437339,1429,2327276,Shared room,,Boston,,Brighton,19,4.5,1,1.0,,35.0,,~ Shared room in Brighton ~,2017-07-10 18:45:39.023961,42.346081,-71.144396,0101000020E6100000166BB8C83DC951C02C62D8614C2C4540
18751904,1429,104605537,Shared room,,Boston,,Fenway,16,4.5,2,1.0,,39.0,,1 Bedroom (in enclosed living room) with Bathroom,2017-07-10 18:45:39.010361,42.34744,-71.103008,0101000020E61000007DCEDDAE97C651C03FA9F6E9782C4540
19181840,1429,27737039,Shared room,,Boston,,Roxbury,0,0.0,4,1.0,,30.0,,Private living room with bed & couches,2017-07-10 18:45:39.008036,42.32608,-71.089128,0101000020E61000001B4AED45B4C551C099F04BFDBC294540
18676048,1429,129816933,Shared room,,Boston,,Mission Hill,5,4.0,1,1.0,,30.0,,Shared room,2017-07-10 18:45:39.005462,42.33223,-71.107074,0101000020E61000001F10E84CDAC651C003603C83862A4540
5652147,1429,352441,Entire home/apt,,Boston,,Jamaica Plain,3,4.5,7,3.0,,500.0,,"Convenient, Sunny 3b/2bth w/Parking",2017-07-10 18:40:37.103015,42.307049,-71.116624,0101000020E6100000707B82C476C751C07FA2B2614D274540
15041595,1429,63218173,Entire home/apt,,Boston,,Allston,13,4.5,15,7.0,,550.0,,AA Spacious 7 BDR/3BR Allston home by Harvard Biz,2017-07-10 18:34:16.856558,42.357952,-71.135277,0101000020E6100000AAB9DC60A8C851C0D6C4025FD12D4540
11735784,1429,9419684,Entire home/apt,,Boston,,South Boston Waterfront,8,4.5,6,3.0,,569.0,,Lux 3 Bedroom in Seaport Square w/wifi,2017-07-10 18:34:08.239152,42.352645,-71.045701,0101000020E61000003F19E3C3ECC251C0890CAB78232D4540
721979,1429,25188,Entire home/apt,,Boston,,Chinatown,7,5.0,4,2.0,,349.0,,[1168-2C]Elegant 2BRs - Downtown Boston,2017-07-10 18:33:34.088304,42.350723,-71.062937,0101000020E6100000562DE92807C451C03E7AC37DE42C4540
8919439,1429,21185257,Entire home/apt,,Boston,,Leather District,3,5.0,4,2.0,,409.0,,3 Floor Designer Loft - Central Bos,2017-07-10 18:33:34.083286,42.351443,-71.058003,0101000020E610000079043752B6C351C03EB48F15FC2C4540
10634364,1429,16044270,Entire home/apt,,Boston,,South End,6,5.0,4,1.0,,190.0,,Boston South-End Apt. With Porch,2017-07-10 18:30:58.600063,42.34595,-71.07249,0101000020E61000005FD218ADA3C451C08E06F016482C4540
19160261,1429,30283594,Entire home/apt,,Boston,,Mission Hill,0,0.0,5,2.0,,171.0,,"Fenway 2-BR + Lobby-Level Retail, Pool, & Gym!!!",2017-07-10 18:29:45.328694,42.32965,-71.109978,0101000020E6100000E3512AE109C751C02E90A0F8312A4540
18736918,1429,78502728,Entire home/apt,,Boston,,Brighton,0,0.0,4,1.0,,99.0,,Cozy 1-bd: Steps to 3 Major Train Lines!,2017-07-10 18:28:05.533558,42.340902,-71.14669,0101000020E61000009E29745E63C951C00C923EADA22B4540
182613,1429,875739,Entire home/apt,,Boston,,Charlestown,66,4.5,8,2.0,,75.0,,Clean 3 Beds apt Charlestown Boston,2017-07-10 18:27:58.258270,42.377387,-71.060435,0101000020E61000002922C32ADEC351C0C0779B374E304540
15718623,1429,95459395,Entire home/apt,,Boston,,Fenway,1,0.0,5,2.0,,537.0,,Plush 2-Bedroom Apartment in Boston!!,2017-07-10 18:27:45.141505,42.345251,-71.097636,0101000020E610000062BA10AB3FC651C0A5F44C2F312C4540
10052622,1429,30283594,Entire home/apt,,Boston,,South Boston Waterfront,1,0.0,7,3.0,,617.0,,Lux Furnished 3BR Boston Apt In Financial District,2017-07-10 18:27:42.704786,42.351435,-71.046355,0101000020E61000006440F67AF7C251C0BBD573D2FB2C4540
17873069,1429,12542455,Entire home/apt,,Boston,,Back Bay,3,5.0,6,2.0,,550.0,,Beautiful 2BR Back Bay unit in historic brownstone,2017-07-10 18:27:40.127405,42.355517,-71.073541,0101000020E6100000927A4FE5B4C451C00516C094812D4540
10059572,1429,7594805,Entire home/apt,,Boston,,Jamaica Plain,0,0.0,4,1.0,,160.0,,"Sunny, Cozy Two Bedroom in JP!",2017-07-10 18:17:29.870922,42.296844,-71.115731,0101000020E61000008908FF2268C751C0C501F4FBFE254540
1724900,1429,7723912,Entire home/apt,,Boston,,Roslindale,32,4.5,4,2.0,,111.0,,Charming sunlit house in Boston,2017-07-10 18:14:39.090952,42.282905,-71.132677,0101000020E61000009CFBABC77DC851C0FC6F253B36244540
7281884,1429,25742899,Entire home/apt,,Boston,,Roxbury,109,4.5,3,0.0,,89.0,,Charming urban studio,2017-07-10 18:14:28.079297,42.31289,-71.083155,0101000020E6100000EE5F596952C551C06B9F8EC70C284540
11569156,1429,60500914,Entire home/apt,,Boston,,Brighton,0,0.0,3,1.0,,74.0,,Clean spacious onebedroom apartment,2017-07-10 18:14:19.392675,42.339983,-71.155049,0101000020E6100000C311A452ECC951C015191D90842B4540
6006328,1429,19066350,Entire home/apt,,Boston,,Mattapan,25,4.5,5,2.0,,65.0,,Cozy and Quaint home away from home,2017-07-10 18:14:17.083047,42.281892,-71.093627,0101000020E610000072C119FCFDC551C084807C0915244540
50032,1429,228845,Entire home/apt,,Boston,,Jamaica Plain,16,5.0,12,4.0,,725.0,,Amazing Design & Detail Throughout!,2017-07-10 18:14:09.505672,42.315911,-71.112757,0101000020E610000049D9226937C751C02CB98AC56F284540
1810397,1429,9485021,Entire home/apt,,Boston,,South End,31,5.0,8,3.0,,869.0,,3Bed/2.5Bath Luxury Triplex South End's Union Park,2017-07-10 18:14:09.491922,42.343639,-71.070235,0101000020E61000003602F1BA7EC451C0A950DD5CFC2B4540
5989418,1429,5809176,Entire home/apt,,Boston,,Back Bay,0,0.0,6,2.0,,975.0,,"2BR+2BA Back Bay, MIT, Harvard, BU",2017-07-10 18:14:09.466841,42.351257,-71.084352,0101000020E61000008A56EE0566C551C0DBBE47FDF52C4540
11521541,1429,14133713,Entire home/apt,,Boston,,Charlestown,7,4.5,6,4.0,,780.0,,Historic and Charming Brownstone!!,2017-07-10 18:14:09.461440,42.381952,-71.06867,0101000020E6100000D80DDB1665C451C026529ACDE3304540
15232621,1429,95459395,Entire home/apt,,Boston,,Fenway,0,0.0,5,2.0,,537.0,,Upscale 2-Bedroom Apartment in Boston!,2017-07-10 18:14:05.111178,42.34493,-71.09974,0101000020E61000009886E12362C651C063B48EAA262C4540
15283836,1429,95459395,Entire home/apt,,Boston,,Chinatown,0,0.0,5,2.0,,594.0,,Lavish 2-BR Downtown Boston Apartment!!,2017-07-10 18:13:55.947209,42.350624,-71.060751,0101000020E6100000C18C2958E3C351C0AB984A3FE12C4540
15268842,1429,95459395,Entire home/apt,,Boston,,Chinatown,2,0.0,5,2.0,,548.0,,Beautiful 2-Bedroom Apt in Downtown Boston!!,2017-07-10 18:13:55.942525,42.351563,-71.062661,0101000020E6100000056F48A302C451C0E8BD3104002D4540
15189894,1429,95459395,Entire home/apt,,Boston,,South Boston Waterfront,0,0.0,5,2.0,,617.0,,Bluebird Plush 2 Bedroom Apt in Boston!,2017-07-10 18:13:55.929374,42.352383,-71.047151,0101000020E610000051BEA08504C351C04C55DAE21A2D4540
7618925,1429,11228809,Entire home/apt,,Boston,,Roxbury,3,5.0,8,4.0,,600.0,,4 Beds 2 Baths in Luxury Brownstone,2017-07-10 18:13:52.371201,42.32964,-71.092741,0101000020E6100000E57FF277EFC551C00ABABDA4312A4540
7009774,1429,36747522,Entire home/apt,,Boston,,Charlestown,0,0.0,6,3.0,,599.0,,Gorgeous Luxury Condo in Boston!,2017-07-10 18:13:52.349412,42.383824,-71.067669,0101000020E6100000FE7C5BB054C451C0BFB5132521314540
2656568,1429,13597630,Entire home/apt,,Boston,,Back Bay,0,0.0,2,1.0,,600.0,,1 Bedroom Apartment Copley,2017-07-10 18:13:52.343641,42.348072,-71.076639,0101000020E610000048A643A7E7C451C0A053909F8D2C4540
15284277,1429,95459395,Entire home/apt,,Boston,,Chinatown,2,0.0,5,2.0,,594.0,,Breathtaking 2-Bedroom Downtown Boston Apt!!,2017-07-10 18:13:50.575868,42.34862,-71.060984,0101000020E610000013656F29E7C351C0A25D85949F2C4540
7633883,1429,814298,Entire home/apt,,Boston,,Beacon Hill,14,5.0,6,3.0,,559.0,,Beacon Hill Historic Charles St -3 Bed/2 Ba Duplex,2017-07-10 18:13:50.572691,42.357378,-71.071351,0101000020E61000005DE2C80391C451C0AA27F38FBE2D4540
16177663,1429,105620455,Entire home/apt,,Boston,,North End,2,0.0,6,3.0,,505.0,,M/V Patriot:  Absolutely Amazing Floating Home Downtown on the Waterfront!,2017-07-10 18:13:50.546472,42.363885,-71.050749,0101000020E610000080D3BB783FC351C0A3409FC8932E4540
197146,1429,25188,Entire home/apt,,Boston,,Back Bay,22,4.5,4,2.0,,356.0,,[1689] Brand New 2BR off Newbury St,2017-07-10 18:12:30.554283,42.347946,-71.084882,0101000020E61000003881E9B46EC551C01363997E892C4540
951473,1429,25188,Entire home/apt,,Boston,,Fenway,0,0.0,3,1.0,,379.0,,[1246-1C] Lux 1BR in The Fenway,2017-07-10 18:10:54.533844,42.343034,-71.100608,0101000020E6100000D26D895C70C651C042B5C189E82B4540
8925974,1429,20079643,Entire home/apt,,Boston,,Fenway,0,0.0,4,2.0,,375.0,,Large Luxury Apt in Boston's Fenway,2017-07-10 18:10:52.042474,42.343125,-71.101437,0101000020E6100000AE669DF17DC651C052B81E85EB2B4540
21337,1429,25188,Entire home/apt,,Boston,,Back Bay,12,4.5,4,2.0,,329.0,,[1250-2NE] 2BR Lux Back Bay Rental,2017-07-10 18:10:52.034051,42.346425,-71.07827,0101000020E610000082902C6002C551C027C286A7572C4540
2872717,1429,9419684,Entire home/apt,,Boston,,Fenway,1,0.0,5,2.0,,324.0,,Lux 2 Bedroom 2 Bath Apt near Fenway w/WiFi,2017-07-10 18:10:52.023764,42.343896,-71.098781,0101000020E6100000D61D8B6D52C651C0D49CBCC8042C4540
15231923,1429,95459395,Entire home/apt,,Boston,,Fenway,0,0.0,3,1.0,,422.0,,Modernly-Plush 1 Bedroom Boston Apartment!!,2017-07-10 18:10:44.922062,42.343481,-71.100628,0101000020E6100000F6436CB070C651C010E6762FF72B4540
6268395,1429,30283594,Entire home/apt,,Boston,,Fenway,0,0.0,3,1.0,,411.0,,|Luxury Furnished 1 Bed Boston Apt,2017-07-10 18:10:41.534911,42.342971,-71.099812,0101000020E6100000E5EFDE5163C651C0FB3C4679E62B4540
8141545,1429,30283594,Entire home/apt,,Boston,,Fenway,0,0.0,3,1.0,,399.0,,High-End Furnished 1BR Apt in Fenway,2017-07-10 18:10:41.484151,42.345115,-71.10038,0101000020E61000000A4B3CA06CC651C0F52D73BA2C2C4540
56937,1429,25188,Entire home/apt,,Boston,,Back Bay,10,4.5,4,2.0,,399.0,,[1250-C]Beautiful 2BRs in Back Bay,2017-07-10 18:10:25.809573,42.346543,-71.078531,0101000020E6100000382EE3A606C551C030D461855B2C4540
10945558,1429,51673899,Entire home/apt,,Boston,,Back Bay,0,0.0,6,2.0,,349.0,,New Back Bay Brownstone Two Bedroom Copley,2017-07-10 18:09:30.880123,42.346686,-71.079573,0101000020E610000041295AB917C551C093FDF334602C4540
3873776,1429,8924578,Entire home/apt,,Boston,,Beacon Hill,7,4.0,4,3.0,,325.0,,"Large, Sunny Beacon Hill Apartment",2017-07-10 18:07:57.566684,42.357256,-71.07111,0101000020E6100000CA1AF5108DC451C05F268A90BA2D4540
1031655,1429,25188,Entire home/apt,,Boston,,West End,0,0.0,6,3.0,,389.0,,[1798-3]3BR At Emerson Place-Boston,2017-07-10 18:07:57.563475,42.364579,-71.069824,0101000020E6100000751E15FF77C451C079E75086AA2E4540
14205208,1429,4061992,Entire home/apt,,Boston,,Beacon Hill,4,0.0,5,2.0,,400.0,,"Spectacular, Beacon Hill 2 Bedroom with roof deck",2017-07-10 18:07:57.558146,42.360524,-71.068528,0101000020E61000000FB743C362C451C028B682A6252E4540
10118379,1429,30283594,Entire home/apt,,Boston,,West End,0,0.0,3,1.0,,319.0,,Lux Furnished 1BR Apartment at West End,2017-07-10 18:07:36.726046,42.36319,-71.069105,0101000020E61000005DBF60376CC451C0FC1D8A027D2E4540
950046,1429,5153431,Entire home/apt,,Boston,,Jamaica Plain,6,4.5,6,3.0,,250.0,,Spacious Apartment in Jamaica Plain,2017-07-10 18:07:08.270882,42.311853,-71.109263,0101000020E61000006CEA3C2AFEC651C06A1492CCEA274540
5932267,1429,183065,Entire home/apt,,Boston,,South End,1,0.0,2,1.0,,250.0,,Classic South End One Bedroom,2017-07-10 18:04:44.571219,42.33666,-71.075024,0101000020E6100000919A7631CDC451C089EFC4AC172B4540
4261781,1429,17814164,Entire home/apt,,Boston,,South Boston,12,4.5,4,2.0,,265.0,,Steps to BCEC conv center/beach/transport,2017-07-10 17:56:18.039403,42.337648,-71.045008,0101000020E6100000BC033C69E1C251C0A8C7B60C382B4540
19453549,1429,95459395,Entire home/apt,,Boston,,Mission Hill,0,0.0,5,2.0,,190.0,,Elegant & Modern 2BR + State of The Art Amenities!,2017-07-10 17:50:41.634302,42.329983,-71.110014,0101000020E61000008A0629780AC751C0349E08E23C2A4540
